model,dataset,group_id,variant_type,direction,original_correct,variant_correct,original_answer,variant_answer,gold_answer,gold_label,original_raw_output,variant_raw_output
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_004,syntactic,wrong_to_wrong,0,0,70,476,1596,,140 + (140 * 0.5) + (140 * 0.9 * 0.5) = 140 + 70 +,120 + 104 + 94 + 84 + 74 + 64 = 476
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_005,syntactic,wrong_to_wrong,0,0,4.91,30,5,,"180 + (365 - 180) * 2 = 540
540 / 110 = 4.91",30
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_006,syntactic,wrong_to_wrong,0,0,0.50,0.50,6,,$0.50,$0.50
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_007,syntactic,wrong_to_wrong,0,0,60,,6,,60,"To find the average number of pages to read per day, we need to calculate the total number of pages to be read and divide it by the number of days"
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_008,syntactic,wrong_to_wrong,0,0,0.5,0.5,25,,0.5,0.5
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_009,syntactic,wrong_to_wrong,0,0,15,,10,,15,"To find out how many times Sara must mow the lawn, we need to calculate the total amount she needs to earn.

Total cost of jacket and shoes ="
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_010,syntactic,correct_to_wrong,1,0,90,60,90,,90,60
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_001,information_order,wrong_to_wrong,0,0,30.00,2.00,20,,$30.00,"To find Charlie's net profit, we need to calculate the total revenue and subtract the total cost.

Total Revenue: 20 candles * $2.00 ="
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_002,information_order,correct_to_correct,1,1,30,30,30,,30,30
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_003,information_order,wrong_to_wrong,0,0,2,2,5,,2 hours.,2 hours.
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_004,information_order,wrong_to_wrong,0,0,70,1008,1596,,140 + (140 * 0.5) + (140 * 0.9 * 0.5) = 140 + 70 +,140 + 140 + 126 + 126 + 126 + 126 + 126 + 126 = 1008
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_005,information_order,wrong_to_wrong,0,0,4.91,30,5,,"180 + (365 - 180) * 2 = 540
540 / 110 = 4.91",30
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_006,information_order,wrong_to_wrong,0,0,0.50,1,6,,$0.50,"To find the better price, we need to calculate the cost of buying 18 flowers in both options.

Option 1: 2 flowers for $1"
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_007,information_order,wrong_to_wrong,0,0,60,60,6,,60,60
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_008,information_order,wrong_to_wrong,0,0,0.5,30,25,,0.5,30
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_009,information_order,wrong_to_wrong,0,0,15,20,10,,15,20
Llama-3.2-3B-Instruct,gsm8k,RS_GSM8K_010,information_order,correct_to_wrong,1,0,90,180,90,,90,120 + 90 - (120 - 90) = 180
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_001,lexical,correct_to_correct,1,1,D,D,"Sudanese girls, French girls, French boys.",D,D.,D.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_002,lexical,correct_to_wrong,1,0,D,C,"If neither the exchange nor the doubling of the compensation can be done, you must accept both the exchange and the doubling of the compensation.",D,D.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_003,lexical,correct_to_correct,1,1,D,D,The benefit of this trace element to human health is greater than the harm caused by the side effects of genetically modified foods.,D,D.,D.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_004,lexical,wrong_to_wrong,0,0,A,C,"State-owned enterprises and institutions do not provide superior working conditions for the professionals they work for, or do not pay more than the additional benefits that these professionals receive due to lower wages.",D,A.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_005,lexical,wrong_to_wrong,0,0,B,B,"If there is any increase and expansion of the current polar ice, its speed is also extremely slow.",A,B,B
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_006,lexical,correct_to_wrong,1,0,B,C,b.,B,B.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_007,lexical,correct_to_correct,1,1,C,C,"Some people may not have contact with SARS patients, but have contacted Xiao Li.",C,C.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_011,lexical,wrong_to_wrong,0,0,C,C,Xiao Wang and Wen Li were admitted to the doctorate together.,A,C.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_013,lexical,correct_to_wrong,1,0,C,D,At least one product is qualified.,C,C,D
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_015,lexical,wrong_to_wrong,0,0,C,C,"All birds are not plants, humans are animals, so humans are birds.",D,C.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_001,syntactic,correct_to_correct,1,1,D,D,"Sudanese girls, French girls, French boys.",D,D.,D.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_002,syntactic,correct_to_correct,1,1,D,D,"If neither the exchange nor the doubling of the compensation can be done, you must accept both the exchange and the doubling of the compensation.",D,D.,D.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_003,syntactic,correct_to_correct,1,1,D,D,The benefit of this trace element to human health is greater than the harm caused by the side effects of genetically modified foods.,D,D.,D.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_004,syntactic,wrong_to_wrong,0,0,A,A,"State-owned enterprises and institutions do not provide superior working conditions for the professionals they work for, or do not pay more than the additional benefits that these professionals receive due to lower wages.",D,A.,A.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_005,syntactic,wrong_to_wrong,0,0,B,B,"If there is any increase and expansion of the current polar ice, its speed is also extremely slow.",A,B,B.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_006,syntactic,correct_to_correct,1,1,B,B,b.,B,B.,B.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_007,syntactic,correct_to_correct,1,1,C,C,"Some people may not have contact with SARS patients, but have contacted Xiao Li.",C,C.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_011,syntactic,wrong_to_wrong,0,0,C,C,Xiao Wang and Wen Li were admitted to the doctorate together.,A,C.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_013,syntactic,correct_to_wrong,1,0,C,D,At least one product is qualified.,C,C,D
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_015,syntactic,wrong_to_wrong,0,0,C,C,"All birds are not plants, humans are animals, so humans are birds.",D,C.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_001,information_order,correct_to_correct,1,1,D,D,"Sudanese girls, French girls, French boys.",D,D.,D.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_002,information_order,correct_to_wrong,1,0,D,C,"If neither the exchange nor the doubling of the compensation can be done, you must accept both the exchange and the doubling of the compensation.",D,D.,C.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_003,information_order,correct_to_correct,1,1,D,D,The benefit of this trace element to human health is greater than the harm caused by the side effects of genetically modified foods.,D,D.,D.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_004,information_order,wrong_to_correct,0,1,A,D,"State-owned enterprises and institutions do not provide superior working conditions for the professionals they work for, or do not pay more than the additional benefits that these professionals receive due to lower wages.",D,A.,D.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_005,information_order,wrong_to_wrong,0,0,B,B,"If there is any increase and expansion of the current polar ice, its speed is also extremely slow.",A,B,B
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_006,information_order,correct_to_correct,1,1,B,B,b.,B,B.,B.
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_007,information_order,correct_to_wrong,1,0,C,B,"Some people may not have contact with SARS patients, but have contacted Xiao Li.",C,C.,B
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_011,information_order,wrong_to_wrong,0,0,C,C,Xiao Wang and Wen Li were admitted to the doctorate together.,A,C.,C
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_013,information_order,correct_to_wrong,1,0,C,D,At least one product is qualified.,C,C,D
Llama-3.2-3B-Instruct,logiqa,RS_LOGIQA_015,information_order,wrong_to_wrong,0,0,C,A,"All birds are not plants, humans are animals, so humans are birds.",D,C.,A.
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_001,lexical,correct_to_correct,1,1,E,E,table,E,E,E
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_002,lexical,correct_to_correct,1,1,D,D,broken law,D,D,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_003,lexical,correct_to_correct,1,1,C,C,countryside,C,C,C
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_004,lexical,correct_to_wrong,1,0,B,A,choice,B,B,A
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_005,lexical,correct_to_correct,1,1,A,A,family tree,A,A,A
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_006,lexical,correct_to_correct,1,1,D,D,disturb,D,D,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_016,lexical,correct_to_correct,1,1,A,A,relaxation,A,A,A
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_020,lexical,correct_to_correct,1,1,D,D,confusion,D,D,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_024,lexical,correct_to_wrong,1,0,B,C,think,B,B,C
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_030,lexical,correct_to_correct,1,1,C,C,being happy,C,C,C
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_001,syntactic,correct_to_correct,1,1,E,E,table,E,E,E
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_002,syntactic,correct_to_correct,1,1,D,D,broken law,D,D,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_003,syntactic,correct_to_wrong,1,0,C,B,countryside,C,C,B
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_004,syntactic,correct_to_wrong,1,0,B,A,choice,B,B,A
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_005,syntactic,correct_to_correct,1,1,A,A,family tree,A,A,A
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_006,syntactic,correct_to_correct,1,1,D,D,disturb,D,D,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_016,syntactic,correct_to_correct,1,1,A,A,relaxation,A,A,A
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_020,syntactic,correct_to_correct,1,1,D,D,confusion,D,D,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_024,syntactic,correct_to_correct,1,1,B,B,think,B,B,B
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_030,syntactic,correct_to_wrong,1,0,C,D,being happy,C,C,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_001,information_order,correct_to_correct,1,1,E,E,table,E,E,E
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_002,information_order,correct_to_correct,1,1,D,D,broken law,D,D,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_003,information_order,correct_to_wrong,1,0,C,B,countryside,C,C,B
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_004,information_order,correct_to_wrong,1,0,B,A,choice,B,B,A
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_005,information_order,correct_to_correct,1,1,A,A,family tree,A,A,A
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_006,information_order,correct_to_correct,1,1,D,D,disturb,D,D,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_016,information_order,correct_to_correct,1,1,A,A,relaxation,A,A,A
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_020,information_order,correct_to_correct,1,1,D,D,confusion,D,D,D
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_024,information_order,correct_to_correct,1,1,B,B,think,B,B,B
Qwen2.5-3B-Instruct,commonsense_qa,RS_COMMONSENSE_QA_030,information_order,correct_to_wrong,1,0,C,D,being happy,C,C,D
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_001,lexical,wrong_to_wrong,0,0,40,40,20,,40,40
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_002,lexical,wrong_to_wrong,0,0,270,270,30,,270,270
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_003,lexical,wrong_to_wrong,0,0,2.5,2.5,5,,2.5,2.5
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_004,lexical,wrong_to_wrong,0,0,2960,854,1596,,2960,854
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_005,lexical,wrong_to_wrong,0,0,3,3,5,,3,3
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_006,lexical,correct_to_wrong,1,0,6.0,9,6,,6.0,9
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_007,lexical,correct_to_correct,1,1,6,6,6,,6,6
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_008,lexical,wrong_to_wrong,0,0,40,80,25,,40%,80%
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_009,lexical,wrong_to_wrong,0,0,6,6,10,,6,6
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_010,lexical,wrong_to_wrong,0,0,48,80,90,,48,80
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_001,syntactic,wrong_to_correct,0,1,40,20.00,20,,40,$20.00
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_002,syntactic,wrong_to_wrong,0,0,270,60,30,,270,60
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_003,syntactic,wrong_to_wrong,0,0,2.5,2.5,5,,2.5,2.5
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_004,syntactic,wrong_to_wrong,0,0,2960,840,1596,,2960,840
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_005,syntactic,wrong_to_wrong,0,0,3,4,5,,3,4
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_006,syntactic,correct_to_wrong,1,0,6.0,6.5,6,,6.0,6.5
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_007,syntactic,correct_to_wrong,1,0,6,36,6,,6,36
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_008,syntactic,wrong_to_correct,0,1,40,25,25,,40%,25%
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_009,syntactic,wrong_to_wrong,0,0,6,6,10,,6,6
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_010,syntactic,wrong_to_wrong,0,0,48,80,90,,48,80
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_001,information_order,wrong_to_wrong,0,0,40,90,20,,40,90
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_002,information_order,wrong_to_wrong,0,0,270,24,30,,270,24
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_003,information_order,wrong_to_wrong,0,0,2.5,2,5,,2.5,2 hours
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_004,information_order,wrong_to_wrong,0,0,2960,2100,1596,,2960,2100
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_005,information_order,wrong_to_wrong,0,0,3,36,5,,3,36
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_006,information_order,correct_to_wrong,1,0,6.0,4,6,,6.0,4
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_007,information_order,correct_to_wrong,1,0,6,30,6,,6,30
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_008,information_order,wrong_to_correct,0,1,40,25,25,,40%,25%
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_009,information_order,wrong_to_wrong,0,0,6,6,10,,6,6
Qwen2.5-3B-Instruct,gsm8k,RS_GSM8K_010,information_order,wrong_to_wrong,0,0,48,480,90,,48,480
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_001,lexical,correct_to_correct,1,1,D,D,"Sudanese girls, French girls, French boys.",D,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_002,lexical,correct_to_correct,1,1,D,D,"If neither the exchange nor the doubling of the compensation can be done, you must accept both the exchange and the doubling of the compensation.",D,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_003,lexical,correct_to_correct,1,1,D,D,The benefit of this trace element to human health is greater than the harm caused by the side effects of genetically modified foods.,D,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_004,lexical,correct_to_wrong,1,0,D,B,"State-owned enterprises and institutions do not provide superior working conditions for the professionals they work for, or do not pay more than the additional benefits that these professionals receive due to lower wages.",D,D,B
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_005,lexical,correct_to_correct,1,1,A,A,"If there is any increase and expansion of the current polar ice, its speed is also extremely slow.",A,A,A
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_006,lexical,wrong_to_wrong,0,0,D,A,b.,B,D,A
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_007,lexical,correct_to_correct,1,1,C,C,"Some people may not have contact with SARS patients, but have contacted Xiao Li.",C,C,C
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_011,lexical,wrong_to_wrong,0,0,B,B,Xiao Wang and Wen Li were admitted to the doctorate together.,A,B,B
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_013,lexical,correct_to_correct,1,1,C,C,At least one product is qualified.,C,C,C
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_015,lexical,wrong_to_wrong,0,0,A,A,"All birds are not plants, humans are animals, so humans are birds.",D,A,A
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_001,syntactic,correct_to_correct,1,1,D,D,"Sudanese girls, French girls, French boys.",D,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_002,syntactic,correct_to_correct,1,1,D,D,"If neither the exchange nor the doubling of the compensation can be done, you must accept both the exchange and the doubling of the compensation.",D,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_003,syntactic,correct_to_correct,1,1,D,D,The benefit of this trace element to human health is greater than the harm caused by the side effects of genetically modified foods.,D,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_004,syntactic,correct_to_correct,1,1,D,D,"State-owned enterprises and institutions do not provide superior working conditions for the professionals they work for, or do not pay more than the additional benefits that these professionals receive due to lower wages.",D,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_005,syntactic,correct_to_wrong,1,0,A,B,"If there is any increase and expansion of the current polar ice, its speed is also extremely slow.",A,A,B
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_006,syntactic,wrong_to_wrong,0,0,D,A,b.,B,D,A
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_007,syntactic,correct_to_correct,1,1,C,C,"Some people may not have contact with SARS patients, but have contacted Xiao Li.",C,C,C
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_011,syntactic,wrong_to_wrong,0,0,B,B,Xiao Wang and Wen Li were admitted to the doctorate together.,A,B,B
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_013,syntactic,correct_to_correct,1,1,C,C,At least one product is qualified.,C,C,C
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_015,syntactic,wrong_to_wrong,0,0,A,B,"All birds are not plants, humans are animals, so humans are birds.",D,A,B
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_001,information_order,correct_to_correct,1,1,D,D,"Sudanese girls, French girls, French boys.",D,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_002,information_order,correct_to_wrong,1,0,D,C,"If neither the exchange nor the doubling of the compensation can be done, you must accept both the exchange and the doubling of the compensation.",D,D,C
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_003,information_order,correct_to_correct,1,1,D,D,The benefit of this trace element to human health is greater than the harm caused by the side effects of genetically modified foods.,D,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_004,information_order,correct_to_wrong,1,0,D,B,"State-owned enterprises and institutions do not provide superior working conditions for the professionals they work for, or do not pay more than the additional benefits that these professionals receive due to lower wages.",D,D,B
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_005,information_order,correct_to_wrong,1,0,A,B,"If there is any increase and expansion of the current polar ice, its speed is also extremely slow.",A,A,B
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_006,information_order,wrong_to_wrong,0,0,D,D,b.,B,D,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_007,information_order,correct_to_correct,1,1,C,C,"Some people may not have contact with SARS patients, but have contacted Xiao Li.",C,C,C
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_011,information_order,wrong_to_wrong,0,0,B,B,Xiao Wang and Wen Li were admitted to the doctorate together.,A,B,B
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_013,information_order,correct_to_wrong,1,0,C,D,At least one product is qualified.,C,C,D
Qwen2.5-3B-Instruct,logiqa,RS_LOGIQA_015,information_order,wrong_to_wrong,0,0,A,A,"All birds are not plants, humans are animals, so humans are birds.",D,A,A
